,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H3,H5,H7,H9,H11
0.0,441743.0,426507.0,437883.0,430762.0,432556.0,428983.0,587741.0,592146.0,605692.0,590132.0,628032.0,597609.0,627391.0,617714.0,624230.0,624197.0,692620.0,631515.0,663774.0,666383.0,667841.0,657989.0,680401.0,718233.0,660156.0,643100.0,646259.0,634236.0,637370.0,642375.0,594046.0,610036.0,614982.0,603535.0,626580.0,602262.0,284724.0,280950.0,283873.0,279452.0,288093.0,290129.0
0.5,455881,449616,451057,447297,456573,453210,621623,617092,629842,609313,663225,612297,644948,637226,649243,643605,710275,639080,679946,689150,688325,685963,704675,750747,692237,675206,681998,668947,674295,680465,633029,636176,644656,633362,654915,634058,284596,279902,286157,284367,283633,289160
1.0,500811,486243,507835,504229,500736,490109,713625,713523,720302,725513,745488,697684,723055,720739,732949,708684,811819,723118,782036,773312,785402,786619,791587,846125,779165,777511,797713,761030,784524,769118,708232,702337,731915,725477,733803,721937,285671,280886,283305,281909,283168,286640
1.5,529114.0,519010.0,536874.0,533285.0,536494.0,518002.0,765444.0,777481.0,786932.0,808858.0,808259.0,750234.0,778964.0,797814.0,817985.0,788341.0,926419.0,815584.0,890837.0,894650.0,878547.0,902345.0,879469.0,930594.0,834085.0,842131.0,874118.0,836537.0,878425.0,864184.0,770802.0,762623.0,788365.0,776053.0,788741.0,758044.0,287507.0,279970.0,286046.0,281150.0,284242.0,289353.0
2.0,552916.0,549306.0,564047.0,565590.0,573813.0,539546.0,821316.0,843833.0,854002.0,907718.0,890953.0,801151.0,825185.0,888136.0,918684.0,881728.0,1047826.0,917762.0,973768.0,1005810.0,972020.0,1029667.0,931377.0,988306.0,929452.0,963147.0,995142.0,911581.0,988853.0,971108.0,846387.0,846288.0,867221.0,818309.0,819847.0,807035.0,284307.0,281759.0,280381.0,277696.0,281344.0,285952.0
2.5,569584.0,570903.0,582531.0,600324.0,605497.0,557064.0,886849.0,905130.0,913299.0,1008796.0,974460.0,830234.0,874410.0,960323.0,1028371.0,957830.0,1165225.0,994673.0,1093972.0,1116707.0,1075056.0,1143803.0,1004173.0,1058855.0,964180.0,1034537.0,1074649.0,982867.0,1085443.0,1060085.0,906919.0,899114.0,928876.0,860628.0,858283.0,823982.0,282792.0,282000.0,282271.0,279549.0,282073.0,285760.0
3.0,597393.0,595861.0,601849.0,632511.0,635494.0,570563.0,955528.0,963646.0,986350.0,1111456.0,1034622.0,867055.0,924171.0,1070564.0,1143459.0,1039204.0,1257394.0,1092236.0,1214511.0,1202011.0,1154777.0,1243711.0,1127201.0,1154547.0,1037268.0,1148787.0,1176740.0,1077189.0,1173928.0,1126897.0,972785.0,978218.0,988814.0,916135.0,891772.0,878132.0,288654.0,279594.0,282376.0,278253.0,281753.0,286088.0
3.5,627336.0,619537.0,623813.0,663421.0,662121.0,589131.0,1023863.0,1002911.0,1067459.0,1219017.0,1106905.0,903027.0,977545.0,1128406.0,1230892.0,1101042.0,1326956.0,1145190.0,1256365.0,1232662.0,1174195.0,1333824.0,1237720.0,1257410.0,1106047.0,1241866.0,1282458.0,1198307.0,1249917.0,1202388.0,1007822.0,1032402.0,1070516.0,946316.0,934694.0,912466.0,284399.0,280945.0,279616.0,277323.0,277654.0,284678.0
4.0,663328.0,654559.0,648085.0,698597.0,702380.0,622904.0,1103100.0,1068648.0,1155745.0,1352771.0,1171807.0,940710.0,1057190.0,1251840.0,1348417.0,1204847.0,1444030.0,1232446.0,1326472.0,1285742.0,1253685.0,1443745.0,1341065.0,1348510.0,1232300.0,1336906.0,1420978.0,1365131.0,1358739.0,1271862.0,1070631.0,1105359.0,1160393.0,1001155.0,992867.0,954368.0,284663.0,279313.0,279677.0,276969.0,278587.0,280736.0
4.5,690376.0,669647.0,656927.0,724881.0,725944.0,638327.0,1152497.0,1107230.0,1240063.0,1465241.0,1217558.0,984757.0,1100905.0,1372043.0,1449596.0,1306908.0,1506515.0,1284120.0,1400551.0,1341654.0,1298342.0,1530880.0,1417231.0,1430380.0,1330256.0,1461231.0,1545204.0,1498978.0,1460046.0,1370207.0,1113292.0,1168200.0,1224791.0,1029058.0,1029471.0,995088.0,281058.0,278153.0,274809.0,276357.0,273996.0,281135.0
5.0,737069.0,703894.0,692416.0,758444.0,765108.0,670235.0,1240864.0,1166847.0,1359922.0,1572404.0,1275592.0,1018215.0,1204733.0,1434891.0,1537119.0,1390907.0,1529966.0,1373190.0,1495144.0,1428576.0,1401450.0,1640311.0,1599229.0,1562246.0,1450335.0,1536640.0,1635221.0,1610004.0,1555466.0,1444963.0,1176530.0,1218747.0,1342971.0,1091041.0,1100376.0,1064472.0,283572.0,282385.0,281974.0,278229.0,279009.0,285387.0
5.5,774961.0,723360.0,696742.0,787978.0,791323.0,680516.0,1257552.0,1205414.0,1425369.0,1625626.0,1315722.0,1036164.0,1296292.0,1425587.0,1571041.0,1426860.0,1516257.0,1413924.0,1574238.0,1530225.0,1483765.0,1728461.0,1651938.0,1704168.0,1524556.0,1608394.0,1713775.0,1684785.0,1604262.0,1489103.0,1218108.0,1279372.0,1398908.0,1117558.0,1147264.0,1112344.0,283098.0,279660.0,276462.0,275775.0,281622.0,283394.0
6.0,797103.0,735674.0,714370.0,815343.0,815466.0,699878.0,1301751.0,1236195.0,1497512.0,1698049.0,1384285.0,1066531.0,1393135.0,1439553.0,1581862.0,1433312.0,1589698.0,1437575.0,1630649.0,1617335.0,1559501.0,1785668.0,1723790.0,1812304.0,1615221.0,1750249.0,1762497.0,1764622.0,1684792.0,1519738.0,1264761.0,1337440.0,1445580.0,1163229.0,1194893.0,1166327.0,288043.0,284635.0,283565.0,278909.0,284451.0,290282.0
6.5,829466.0,775863.0,733629.0,825580.0,819818.0,711353.0,1308277.0,1240735.0,1572528.0,1744185.0,1512148.0,1091337.0,1464551.0,1454206.0,1602311.0,1474420.0,1677107.0,1486055.0,1761530.0,1717504.0,1661497.0,1862319.0,1819444.0,1895068.0,1646057.0,1759335.0,1761805.0,1804659.0,1744133.0,1529637.0,1338153.0,1404932.0,1498258.0,1187385.0,1238245.0,1238840.0,288735.0,284747.0,285524.0,277810.0,281490.0,292341.0
7.0,842981.0,801642.0,771882.0,845089.0,852155.0,745532.0,1416170.0,1278070.0,1659266.0,1890650.0,1666381.0,1148973.0,1491875.0,1544212.0,1687831.0,1579894.0,1764735.0,1564613.0,1851992.0,1805612.0,1766855.0,1934024.0,1919486.0,2079424.0,1685017.0,1846974.0,1828842.0,1918299.0,1823664.0,1597832.0,1384721.0,1499064.0,1573995.0,1203500.0,1274394.0,1274024.0,286679.0,286803.0,282817.0,283302.0,284117.0,286335.0
7.5,839828.0,838601.0,800910.0,869554.0,859324.0,761473.0,1423598.0,1288052.0,1658517.0,1935564.0,1717466.0,1151487.0,1485415.0,1589980.0,1718035.0,1616490.0,1841428.0,1609981.0,1919294.0,1887976.0,1817843.0,1993381.0,1940960.0,2143671.0,1731147.0,1843511.0,1866762.0,2005841.0,1871423.0,1641573.0,1438033.0,1510279.0,1586274.0,1303069.0,1365085.0,1395012.0,284249.0,283288.0,282497.0,279028.0,279357.0,288666.0
8.0,855344.0,853926.0,837546.0,880661.0,883145.0,775862.0,1468124.0,1364176.0,1677424.0,2005031.0,1788879.0,1220751.0,1504957.0,1621611.0,1768059.0,1699103.0,1923913.0,1680438.0,2005660.0,1998732.0,1912537.0,2079811.0,2041950.0,2222555.0,1768888.0,1866497.0,1939842.0,2124523.0,1964330.0,1715567.0,1491175.0,1588578.0,1655633.0,1351992.0,1416050.0,1515105.0,281329.0,279267.0,278612.0,276348.0,277199.0,284192.0
8.5,867590.0,890009.0,884176.0,894008.0,922721.0,807203.0,1532871.0,1469483.0,1688956.0,2098561.0,1866419.0,1258401.0,1541692.0,1710359.0,1863060.0,1776566.0,1918161.0,1747449.0,2026466.0,2036492.0,1980378.0,2116655.0,2097468.0,2239765.0,1831007.0,1906428.0,1995319.0,2176192.0,1990183.0,1768222.0,1530857.0,1643219.0,1719525.0,1440178.0,1486917.0,1588772.0,282515.0,278879.0,275144.0,276433.0,275317.0,279854.0
9.0,902515.0,921688.0,934880.0,889447.0,922004.0,832739.0,1616086.0,1556169.0,1722401.0,2206842.0,1939644.0,1347969.0,1622477.0,1779832.0,1920604.0,1801717.0,1971791.0,1792046.0,2046093.0,2118898.0,2039164.0,2169150.0,2144854.0,2242886.0,1924454.0,1983771.0,2058002.0,2211791.0,2025784.0,1823427.0,1579303.0,1707422.0,1776836.0,1523605.0,1549109.0,1676906.0,279555.0,279887.0,276747.0,270750.0,274415.0,279029.0
9.5,921450.0,934024.0,964880.0,893889.0,923703.0,860366.0,1641525.0,1639770.0,1752906.0,2269167.0,2038082.0,1433794.0,1670707.0,1848006.0,1958159.0,1819191.0,1981110.0,1832354.0,2080084.0,2151372.0,2067127.0,2198518.0,2145854.0,2241485.0,1950774.0,2079909.0,2071548.0,2267985.0,2038669.0,1846064.0,1630805.0,1754381.0,1828897.0,1560504.0,1571443.0,1698711.0,279346.0,278696.0,272005.0,268980.0,275958.0,280677.0
10.0,967925.0,952287.0,1010729.0,913560.0,949397.0,900273.0,1673014.0,1745459.0,1796700.0,2368708.0,2115523.0,1510448.0,1740005.0,1907149.0,2023226.0,1879160.0,2093293.0,1907342.0,2170153.0,2225360.0,2141617.0,2281558.0,2203419.0,2292962.0,2036206.0,2188859.0,2141295.0,2330253.0,2123230.0,1926967.0,1668193.0,1804789.0,1896418.0,1609115.0,1631542.0,1774550.0,276684.0,279200.0,277661.0,275081.0,276682.0,282449.0
10.5,991922.0,970852.0,1027858.0,923275.0,963070.0,910378.0,1701586.0,1747614.0,1774684.0,2429776.0,2142226.0,1585716.0,1801826.0,1966852.0,2070044.0,1929122.0,2144907.0,1966050.0,2228479.0,2279335.0,2185361.0,2307107.0,2240079.0,2295257.0,2085655.0,2219988.0,2204876.0,2373803.0,2170274.0,1969778.0,1698445.0,1834644.0,1930938.0,1669010.0,1676066.0,1805080.0,279716.0,277701.0,275973.0,274772.0,276235.0,281647.0
11.0,1019434.0,990906.0,1065868.0,937113.0,977497.0,914990.0,1724440.0,1750471.0,1869442.0,2487600.0,2175558.0,1661212.0,1851559.0,2057697.0,2127615.0,1995746.0,2206449.0,2033403.0,2295975.0,2351454.0,2259325.0,2382319.0,2301988.0,2331925.0,2133322.0,2296798.0,2245192.0,2440276.0,2222648.0,2037368.0,1736752.0,1889655.0,1993118.0,1721114.0,1733903.0,1844905.0,280892.0,279105.0,277999.0,274615.0,277842.0,284625.0
11.5,1039522.0,1003101.0,1082925.0,946827.0,996746.0,928993.0,1772468.0,1756231.0,1935172.0,2546972.0,2136746.0,1691944.0,1886943.0,2094234.0,2160988.0,2071798.0,2232069.0,2058834.0,2342163.0,2395384.0,2294292.0,2414457.0,2349494.0,2367593.0,2180516.0,2358902.0,2294559.0,2460036.0,2295942.0,2076324.0,1779039.0,1906338.0,2031634.0,1751251.0,1773647.0,1896672.0,284099.0,283091.0,280915.0,280546.0,275331.0,284571.0
12.0,1068903.0,1111898.0,1120586.0,964814.0,1028476.0,943925.0,1834924.0,1761991.0,1985938.0,2574463.0,2142947.0,1751916.0,1966398.0,2147770.0,2211174.0,2098090.0,2301924.0,2109825.0,2401044.0,2443294.0,2352833.0,2452751.0,2408623.0,2427386.0,2264037.0,2403780.0,2377238.0,2534551.0,2375512.0,2141245.0,1803198.0,1968913.0,2067572.0,1806815.0,1816193.0,1925827.0,284297.0,284529.0,283809.0,279687.0,280287.0,281509.0
12.5,1080101.0,1140271.0,1126287.0,984701.0,1040474.0,964996.0,1869609.0,1766523.0,2070871.0,2604659.0,2179818.0,1791681.0,1994408.0,2185645.0,2244693.0,2128175.0,2319012.0,2128748.0,2427800.0,2460780.0,2391367.0,2482580.0,2433086.0,2444592.0,2300840.0,2433674.0,2409613.0,2566575.0,2390123.0,2175841.0,1856964.0,2000131.0,2102540.0,1822749.0,1838637.0,1959863.0,284400.0,285367.0,283709.0,283867.0,280968.0,289149.0
13.0,1099621.0,1143496.0,1129270.0,994148.0,1065555.0,969729.0,1913948.0,1790284.0,2102048.0,2629012.0,2185611.0,1826317.0,2031355.0,2215280.0,2272952.0,2160095.0,2373940.0,2158740.0,2448824.0,2493457.0,2401503.0,2521044.0,2450757.0,2496718.0,2355322.0,2526676.0,2444725.0,2590450.0,2457565.0,2233062.0,1886755.0,2036733.0,2141569.0,1876164.0,1876501.0,1995684.0,282877.0,285008.0,275983.0,277339.0,283397.0,288818.0
13.5,1123046.0,1167104.0,1147998.0,1007648.0,1089784.0,989639.0,1977386.0,1823486.0,2126895.0,2662320.0,2194011.0,1862648.0,2089554.0,2273890.0,2276483.0,2180064.0,2385496.0,2192502.0,2487919.0,2536397.0,2431364.0,2566087.0,2490711.0,2527125.0,2415152.0,2547856.0,2487186.0,2634708.0,2507471.0,2256427.0,1918994.0,2094933.0,2175877.0,1913368.0,1903657.0,2053709.0,280096.0,278680.0,276143.0,274288.0,278132.0,288165.0
14.0,1153043.0,1202910.0,1197858.0,1026938.0,1102836.0,1017005.0,2035185.0,1870746.0,2184159.0,2717361.0,2242587.0,1927611.0,2161891.0,2304767.0,2334879.0,2229122.0,2426428.0,2241890.0,2535690.0,2575997.0,2490624.0,2600814.0,2554780.0,2586726.0,2454945.0,2620163.0,2539938.0,2716706.0,2540588.0,2319015.0,1998360.0,2144799.0,2236937.0,1955685.0,1952694.0,2068382.0,283800.0,285708.0,277688.0,277963.0,275765.0,282320.0
14.5,1166844.0,1210251.0,1211619.0,1052966.0,1132375.0,1048261.0,2086931.0,1952364.0,2243506.0,2756389.0,2289271.0,1952406.0,2196763.0,2345132.0,2367541.0,2270164.0,2474664.0,2277504.0,2601629.0,2612152.0,2526376.0,2649810.0,2588272.0,2677059.0,2497669.0,2705123.0,2620341.0,2764736.0,2616784.0,2415758.0,2031838.0,2160011.0,2252238.0,1995888.0,1991346.0,2144416.0,280991.0,280464.0,275345.0,278823.0,279725.0,289531.0
15.0,1220536.0,1280766.0,1248227.0,1098155.0,1165390.0,1093120.0,2163368.0,2041112.0,2338111.0,2848615.0,2385297.0,2030369.0,2307299.0,2425254.0,2434417.0,2337817.0,2561340.0,2346396.0,2672892.0,2707043.0,2629771.0,2740221.0,2673372.0,2766563.0,2602006.0,2801122.0,2727678.0,2887975.0,2722908.0,2501801.0,2088076.0,2243627.0,2314550.0,2066396.0,2074991.0,2218940.0,283878.0,277563.0,276984.0,277517.0,278679.0,286675.0
15.5,1251626.0,1294705.0,1287039.0,1111083.0,1184108.0,1129326.0,2200020.0,2094677.0,2412138.0,2908271.0,2431817.0,2097757.0,2353253.0,2475196.0,2477475.0,2387983.0,2605249.0,2380580.0,2726809.0,2764606.0,2672413.0,2777952.0,2730842.0,2820078.0,2648140.0,2842854.0,2779235.0,2930688.0,2761512.0,2559446.0,2156993.0,2292858.0,2376395.0,2105217.0,2119459.0,2243932.0,282039.0,285240.0,281730.0,278484.0,285153.0,287217.0
16.0,1278247.0,1257510.0,1310206.0,1144705.0,1215437.0,1144650.0,2255940.0,2165437.0,2456115.0,2938827.0,2489144.0,2155885.0,2405071.0,2524245.0,2536062.0,2437638.0,2664118.0,2446425.0,2792536.0,2812338.0,2739247.0,2853420.0,2807512.0,2905679.0,2714995.0,2942876.0,2869411.0,2996275.0,2838785.0,2620670.0,2209384.0,2347233.0,2417072.0,2157327.0,2196411.0,2314577.0,286664.0,282182.0,283572.0,280653.0,280897.0,294401.0
16.5,1310838.0,1263222.0,1332278.0,1166265.0,1241484.0,1165588.0,2285210.0,2216580.0,2497556.0,2991262.0,2520129.0,2203307.0,2472278.0,2559774.0,2596418.0,2475466.0,2707526.0,2483001.0,2827700.0,2859768.0,2767817.0,2917601.0,2833294.0,2957661.0,2803931.0,2990208.0,2899101.0,3054113.0,2894984.0,2679907.0,2261556.0,2402182.0,2469791.0,2217308.0,2228651.0,2373486.0,286194.0,281842.0,283521.0,279893.0,286888.0,292401.0
17.0,1330712.0,1260103.0,1354394.0,1183145.0,1259084.0,1197275.0,2345629.0,2256218.0,2554407.0,3043616.0,2594685.0,2262614.0,2525084.0,2600097.0,2640490.0,2514563.0,2754917.0,2526756.0,2892335.0,2916390.0,2843906.0,2967207.0,2885951.0,2988330.0,2836741.0,3027257.0,2944320.0,3090368.0,2929136.0,2712710.0,2311013.0,2426675.0,2511656.0,2252580.0,2273357.0,2392162.0,286654.0,284463.0,281168.0,277980.0,283405.0,292068.0
17.5,1347255.0,1248063.0,1363793.0,1199272.0,1280403.0,1212524.0,2374765.0,2298145.0,2603280.0,3044469.0,2624799.0,2297043.0,2564232.0,2628028.0,2658240.0,2558126.0,2783066.0,2576103.0,2933762.0,2953865.0,2876020.0,3004142.0,2931873.0,3052796.0,2892918.0,3042793.0,2990810.0,3091314.0,2973289.0,2766697.0,2342934.0,2472157.0,2525090.0,2285530.0,2309766.0,2439879.0,282533.0,277960.0,283325.0,280461.0,277562.0,291013.0
18.0,1379625.0,1251718.0,1381842.0,1213117.0,1297360.0,1223217.0,2413246.0,2338897.0,2614205.0,3061821.0,2634797.0,2338705.0,2598842.0,2673882.0,2707588.0,2596697.0,2844221.0,2610657.0,2973810.0,2991080.0,2930266.0,3057672.0,2955397.0,3090997.0,2948277.0,3117014.0,3039401.0,3112499.0,3009147.0,2780956.0,2353813.0,2511137.0,2562828.0,2326573.0,2338432.0,2475693.0,279295.0,282139.0,277537.0,277167.0,277243.0,286532.0
18.5,1403787.0,1281508.0,1399976.0,1229072.0,1315034.0,1255997.0,2433865.0,2361643.0,2666600.0,3122503.0,2668910.0,2393884.0,2635028.0,2732045.0,2739692.0,2630884.0,2861428.0,2636986.0,3015480.0,3038271.0,2960224.0,3084544.0,2993835.0,3102400.0,2981323.0,3144335.0,3074460.0,3150076.0,3024338.0,2808901.0,2401211.0,2535533.0,2608072.0,2355988.0,2392850.0,2508492.0,280876.0,280347.0,280162.0,276309.0,281822.0,286954.0
19.0,1435775.0,1292583.0,1417879.0,1261327.0,1342476.0,1270006.0,2498282.0,2435487.0,2732263.0,3156582.0,2746380.0,2464829.0,2730268.0,2776699.0,2803594.0,2698043.0,2930215.0,2696518.0,3081687.0,3065314.0,3011013.0,3173143.0,3043234.0,3183677.0,3054607.0,3239249.0,3182576.0,3191582.0,3089934.0,2858433.0,2452309.0,2589790.0,2685637.0,2423323.0,2438465.0,2572435.0,281975.0,285462.0,281661.0,282205.0,283740.0,291931.0
19.5,1463953.0,1312691.0,1430752.0,1278615.0,1361310.0,1293343.0,2549422.0,2478753.0,2749891.0,3174344.0,2784536.0,2518687.0,2770834.0,2804241.0,2836593.0,2744272.0,2987615.0,2741126.0,3131852.0,3129078.0,3059922.0,3206193.0,3085093.0,3220844.0,3129561.0,3295621.0,3243273.0,3261298.0,3136242.0,2918568.0,2501244.0,2651471.0,2685680.0,2457171.0,2477873.0,2607151.0,285962.0,280299.0,281450.0,278848.0,283952.0,288877.0
20.0,1505220.0,1342657.0,1486965.0,1310717.0,1400828.0,1342123.0,2610208.0,2541789.0,2855299.0,3302436.0,2889129.0,2599800.0,2857597.0,2895097.0,2931770.0,2807817.0,3058325.0,2853107.0,3220236.0,3218143.0,3163081.0,3293716.0,3176990.0,3320706.0,3203683.0,3387630.0,3338302.0,3338951.0,3247781.0,3005074.0,2592944.0,2725351.0,2792256.0,2552071.0,2539716.0,2694762.0,286684.0,285472.0,285926.0,279985.0,280946.0,291410.0
20.5,1529831.0,1343998.0,1502532.0,1345310.0,1428156.0,1361793.0,2647610.0,2589870.0,2897298.0,3332478.0,2950328.0,2668380.0,2930401.0,2928072.0,2990576.0,2853968.0,3107458.0,2880752.0,3264942.0,3265058.0,3203721.0,3359809.0,3236301.0,3393610.0,3268987.0,3450631.0,3389066.0,3357742.0,3265353.0,3085453.0,2626250.0,2734285.0,2806799.0,2578347.0,2579227.0,2742028.0,286284.0,285177.0,285778.0,279763.0,283948.0,299111.0
21.0,1579879.0,1377689.0,1522417.0,1372341.0,1460167.0,1392549.0,2702164.0,2636103.0,2913115.0,3403976.0,2998773.0,2727390.0,3018718.0,2970548.0,3027736.0,2913067.0,3171840.0,2908404.0,3311353.0,3311909.0,3260067.0,3450991.0,3299680.0,3433015.0,3375330.0,3532662.0,3497828.0,3419855.0,3361414.0,3134300.0,2676277.0,2791723.0,2870388.0,2622522.0,2645271.0,2788876.0,286457.0,286875.0,284156.0,278057.0,288328.0,294957.0
21.5,1605078.0,1380660.0,1557992.0,1399789.0,1473087.0,1410977.0,2748499.0,2674616.0,2988673.0,3463758.0,3078948.0,2796423.0,3072766.0,3007664.0,3065699.0,2942125.0,3218393.0,2967238.0,3357236.0,3372198.0,3308357.0,3538880.0,3332363.0,3489489.0,3448344.0,3587077.0,3536992.0,3475180.0,3409608.0,3180645.0,2714345.0,2831886.0,2918761.0,2682313.0,2704947.0,2859037.0,285398.0,286160.0,284102.0,281503.0,286107.0,295175.0
22.0,1650606.0,1379585.0,1578648.0,1428616.0,1493822.0,1430413.0,2777653.0,2752486.0,3037583.0,3499506.0,3131421.0,2850243.0,3156046.0,3062668.0,3094454.0,2978553.0,3246633.0,3009385.0,3407746.0,3412392.0,3344322.0,3621986.0,3380816.0,3568253.0,3525879.0,3676764.0,3621345.0,3520993.0,3488200.0,3250782.0,2788743.0,2877240.0,2953412.0,2713209.0,2729770.0,2902271.0,288436.0,288280.0,284421.0,283647.0,285984.0,297623.0
22.5,1674823.0,1379784.0,1574504.0,1442880.0,1511880.0,1434401.0,2820185.0,2778321.0,3054859.0,3559551.0,3154908.0,2899795.0,3220873.0,3112745.0,3115405.0,2978040.0,3265513.0,3014297.0,3469560.0,3426429.0,3374005.0,3680843.0,3364725.0,3587345.0,3565935.0,3712051.0,3709982.0,3572621.0,3522912.0,3319670.0,2821736.0,2926258.0,2980900.0,2744024.0,2779260.0,2960908.0,287361.0,286586.0,283870.0,282186.0,286476.0,294768.0
23.0,1697475.0,1402311.0,1605022.0,1470774.0,1535899.0,1461522.0,2851725.0,2829239.0,3108610.0,3617141.0,3207292.0,2977840.0,3274776.0,3143825.0,3158260.0,3029931.0,3296302.0,3058951.0,3488471.0,3472574.0,3386431.0,3781418.0,3413292.0,3634159.0,3620629.0,3800555.0,3755360.0,3628548.0,3570424.0,3363919.0,2868454.0,2971721.0,3061045.0,2799030.0,2819621.0,3010526.0,287586.0,286746.0,283336.0,281307.0,284446.0,291630.0
23.5,1740234.0,1436146.0,1615270.0,1488262.0,1541811.0,1475322.0,2913832.0,2889583.0,3146981.0,3614835.0,3249469.0,3011731.0,3327348.0,3182882.0,3190423.0,3063928.0,3330796.0,3081982.0,3533153.0,3484866.0,3405611.0,3846777.0,3442681.0,3691995.0,3690085.0,3863326.0,3806132.0,3648751.0,3633948.0,3430721.0,2893883.0,2993394.0,3072732.0,2831825.0,2870805.0,3041096.0,288845.0,283482.0,277473.0,282230.0,283858.0,292291.0
